,0,1,face
2152,KakaoTalk_20191208_162611350_12.jpg,JN,"{'box': [288, 174, 193, 230], 'confidence': 0.9999678134918213, 'keypoints': {'nose': (380, 270), 'right_eye': (420, 244), 'mouth_left': (360, 337), 'left_eye': (338, 259), 'mouth_right': (426, 325)}}"
2153,KakaoTalk_20191208_162611350_14.jpg,JN,"{'box': [295, 143, 139, 171], 'confidence': 0.9998010993003845, 'keypoints': {'nose': (384, 235), 'right_eye': (406, 208), 'mouth_left': (353, 273), 'left_eye': (345, 208), 'mouth_right': (403, 273)}}"
2154,KakaoTalk_20191208_162611350_15.jpg,JN,"{'box': [260, 173, 143, 194], 'confidence': 0.996955394744873, 'keypoints': {'nose': (316, 292), 'right_eye': (353, 244), 'mouth_left': (301, 325), 'left_eye': (287, 249), 'mouth_right': (352, 322)}}"
2155,KakaoTalk_20191208_162611350_17.jpg,JN,"{'box': [112, 412, 463, 614], 'confidence': 0.9999979734420776, 'keypoints': {'nose': (164, 762), 'right_eye': (344, 646), 'mouth_left': (157, 884), 'left_eye': (174, 620), 'mouth_right': (288, 900)}}"
2156,KakaoTalk_20191208_162611350_18.jpg,JN,"{'box': [333, 145, 254, 307], 'confidence': 0.9999850988388062, 'keypoints': {'nose': (479, 291), 'right_eye': (528, 268), 'mouth_left': (423, 374), 'left_eye': (414, 256), 'mouth_right': (510, 385)}}"
2158,KakaoTalk_20191208_162611350_20.jpg,JN,"{'box': [308, 150, 309, 416], 'confidence': 0.9999735355377197, 'keypoints': {'nose': (403, 363), 'right_eye': (494, 290), 'mouth_left': (373, 460), 'left_eye': (360, 294), 'mouth_right': (470, 457)}}"
2159,KakaoTalk_20191208_162611350_21.jpg,JN,"{'box': [395, 156, 265, 305], 'confidence': 0.9978572726249695, 'keypoints': {'nose': (505, 278), 'right_eye': (586, 278), 'mouth_left': (445, 353), 'left_eye': (475, 253), 'mouth_right': (529, 373)}}"
2160,KakaoTalk_20191208_181624214.jpg,JN,"{'box': [211, 167, 188, 243], 'confidence': 0.9998019337654114, 'keypoints': {'nose': (319, 302), 'right_eye': (347, 249), 'mouth_left': (298, 360), 'left_eye': (260, 269), 'mouth_right': (361, 342)}}"
2161,KakaoTalk_20191208_181624214_01.jpg,JN,"{'box': [215, 172, 223, 328], 'confidence': 0.9994693398475647, 'keypoints': {'nose': (315, 381), 'right_eye': (372, 313), 'mouth_left': (282, 434), 'left_eye': (266, 310), 'mouth_right': (351, 435)}}"
2162,KakaoTalk_20191208_181636202.jpg,JN,"{'box': [465, 269, 461, 642], 'confidence': 0.9999992847442627, 'keypoints': {'nose': (706, 581), 'right_eye': (835, 542), 'mouth_left': (574, 698), 'left_eye': (633, 475), 'mouth_right': (738, 758)}}"
2163,KakaoTalk_20191208_181636202_01.jpg,JN,"{'box': [394, 280, 406, 503], 'confidence': 0.9893332123756409, 'keypoints': {'nose': (609, 551), 'right_eye': (670, 435), 'mouth_left': (595, 692), 'left_eye': (513, 492), 'mouth_right': (707, 653)}}"
2164,KakaoTalk_20191208_181636202_02.jpg,JN,"{'box': [613, 247, 480, 687], 'confidence': 0.9909958243370056, 'keypoints': {'nose': (885, 624), 'right_eye': (995, 516), 'mouth_left': (771, 746), 'left_eye': (782, 483), 'mouth_right': (959, 771)}}"
2165,KakaoTalk_20191208_181636202_03.jpg,JN,"{'box': [533, 355, 399, 549], 'confidence': 0.9902992248535156, 'keypoints': {'nose': (718, 645), 'right_eye': (814, 540), 'mouth_left': (665, 769), 'left_eye': (628, 563), 'mouth_right': (805, 756)}}"
2166,KakaoTalk_20191208_181636202_04.jpg,JN,"{'box': [509, 290, 520, 751], 'confidence': 0.9996438026428223, 'keypoints': {'nose': (906, 657), 'right_eye': (964, 590), 'mouth_left': (765, 837), 'left_eye': (745, 559), 'mouth_right': (931, 845)}}"
2167,KakaoTalk_20191208_181636202_05.jpg,JN,"{'box': [259, 161, 214, 284], 'confidence': 0.9999936819076538, 'keypoints': {'nose': (357, 319), 'right_eye': (406, 267), 'mouth_left': (333, 383), 'left_eye': (313, 279), 'mouth_right': (402, 378)}}"
2168,KakaoTalk_20191208_181636202_06.jpg,JN,"{'box': [921, 387, 233, 277], 'confidence': 0.9999997615814209, 'keypoints': {'nose': (1032, 518), 'right_eye': (1080, 479), 'mouth_left': (1005, 598), 'left_eye': (975, 492), 'mouth_right': (1081, 590)}}"
2169,KakaoTalk_20191208_181636202_07.jpg,JN,"{'box': [911, 175, 186, 238], 'confidence': 0.9998862743377686, 'keypoints': {'nose': (1025, 332), 'right_eye': (1040, 259), 'mouth_left': (1004, 376), 'left_eye': (963, 296), 'mouth_right': (1068, 347)}}"
2170,KakaoTalk_20191208_181636202_08.jpg,JN,"{'box': [871, 150, 196, 239], 'confidence': 0.9997063279151917, 'keypoints': {'nose': (994, 304), 'right_eye': (1011, 239), 'mouth_left': (978, 353), 'left_eye': (932, 277), 'mouth_right': (1039, 323)}}"
2171,KakaoTalk_20191208_181636202_09.jpg,JN,"{'box': [1011, 228, 148, 215], 'confidence': 0.9997813105583191, 'keypoints': {'nose': (1109, 342), 'right_eye': (1141, 342), 'mouth_left': (1054, 365), 'left_eye': (1084, 298), 'mouth_right': (1103, 400)}}"
2173,KakaoTalk_20191208_181636202_11.jpg,JN,"{'box': [452, 560, 178, 250], 'confidence': 0.9999920129776001, 'keypoints': {'nose': (612, 686), 'right_eye': (606, 657), 'mouth_left': (568, 743), 'left_eye': (536, 653), 'mouth_right': (621, 742)}}"
2174,KakaoTalk_20191208_181636202_12.jpg,JN,"{'box': [467, 547, 213, 293], 'confidence': 0.999995231628418, 'keypoints': {'nose': (588, 715), 'right_eye': (633, 677), 'mouth_left': (538, 765), 'left_eye': (540, 661), 'mouth_right': (610, 779)}}"
2176,KakaoTalk_20191208_181636202_14.jpg,JN,"{'box': [573, 242, 268, 364], 'confidence': 0.9999980926513672, 'keypoints': {'nose': (711, 426), 'right_eye': (774, 381), 'mouth_left': (653, 507), 'left_eye': (652, 368), 'mouth_right': (751, 517)}}"
2177,KakaoTalk_20191208_181636202_15.jpg,JN,"{'box': [223, 179, 262, 355], 'confidence': 0.9996163845062256, 'keypoints': {'nose': (332, 404), 'right_eye': (398, 334), 'mouth_left': (300, 462), 'left_eye': (285, 332), 'mouth_right': (377, 463)}}"
2178,KakaoTalk_20191208_181636202_16.jpg,JN,"{'box': [199, 189, 300, 395], 'confidence': 0.9999985694885254, 'keypoints': {'nose': (322, 442), 'right_eye': (394, 361), 'mouth_left': (293, 507), 'left_eye': (269, 363), 'mouth_right': (374, 507)}}"
2179,KakaoTalk_20191208_181636202_17.jpg,JN,"{'box': [566, 225, 436, 629], 'confidence': 0.9999991655349731, 'keypoints': {'nose': (911, 527), 'right_eye': (949, 472), 'mouth_left': (790, 676), 'left_eye': (765, 435), 'mouth_right': (938, 697)}}"
2180,KakaoTalk_20191208_181636202_18.jpg,JN,"{'box': [489, 222, 439, 610], 'confidence': 0.999560534954071, 'keypoints': {'nose': (725, 527), 'right_eye': (840, 467), 'mouth_left': (620, 657), 'left_eye': (635, 427), 'mouth_right': (767, 685)}}"
2181,KakaoTalk_20191208_181636202_19.jpg,JN,"{'box': [426, 261, 563, 718], 'confidence': 0.9999998807907104, 'keypoints': {'nose': (746, 573), 'right_eye': (855, 533), 'mouth_left': (627, 764), 'left_eye': (604, 508), 'mouth_right': (829, 782)}}"
2182,KakaoTalk_20191208_181636202_20.jpg,JN,"{'box': [477, 313, 525, 749], 'confidence': 1.0, 'keypoints': {'nose': (828, 696), 'right_eye': (922, 603), 'mouth_left': (684, 846), 'left_eye': (687, 565), 'mouth_right': (861, 876)}}"
2183,KakaoTalk_20191208_181636202_22.jpg,JN,"{'box': [319, 373, 501, 653], 'confidence': 0.9999977350234985, 'keypoints': {'nose': (443, 786), 'right_eye': (576, 635), 'mouth_left': (454, 920), 'left_eye': (393, 692), 'mouth_right': (605, 878)}}"
2184,KakaoTalk_20191208_181636202_23.jpg,JN,"{'box': [479, 441, 462, 589], 'confidence': 0.9999957084655762, 'keypoints': {'nose': (727, 750), 'right_eye': (812, 644), 'mouth_left': (670, 898), 'left_eye': (606, 682), 'mouth_right': (822, 877)}}"
2185,KakaoTalk_20191208_181636202_24.jpg,JN,"{'box': [488, 380, 433, 595], 'confidence': 0.999984622001648, 'keypoints': {'nose': (699, 724), 'right_eye': (797, 615), 'mouth_left': (632, 838), 'left_eye': (601, 622), 'mouth_right': (776, 838)}}"
2186,KakaoTalk_20191208_181636202_25.jpg,JN,"{'box': [352, 142, 170, 249], 'confidence': 0.9999997615814209, 'keypoints': {'nose': (493, 261), 'right_eye': (507, 234), 'mouth_left': (442, 316), 'left_eye': (435, 218), 'mouth_right': (496, 328)}}"
2187,KakaoTalk_20191208_181636202_26.jpg,JN,"{'box': [330, 149, 181, 253], 'confidence': 0.9999996423721313, 'keypoints': {'nose': (453, 280), 'right_eye': (487, 258), 'mouth_left': (399, 328), 'left_eye': (407, 235), 'mouth_right': (457, 346)}}"
2188,KakaoTalk_20191208_181636202_27.jpg,JN,"{'box': [532, 257, 365, 535], 'confidence': 0.9999815225601196, 'keypoints': {'nose': (813, 543), 'right_eye': (832, 454), 'mouth_left': (729, 669), 'left_eye': (680, 475), 'mouth_right': (845, 651)}}"
2190,KakaoTalk_20191208_181636202_29.jpg,JN,"{'box': [304, 337, 430, 666], 'confidence': 0.9999364614486694, 'keypoints': {'nose': (350, 701), 'right_eye': (493, 562), 'mouth_left': (384, 852), 'left_eye': (346, 621), 'mouth_right': (488, 822)}}"
2191,KakaoTalk_20191208_233818720.jpg,JN,"{'box': [167, 113, 321, 472], 'confidence': 0.9999459981918335, 'keypoints': {'nose': (406, 411), 'right_eye': (451, 317), 'mouth_left': (310, 480), 'left_eye': (306, 310), 'mouth_right': (425, 480)}}"
2192,KakaoTalk_20191208_233818720_01.jpg,JN,"{'box': [421, 203, 302, 426], 'confidence': 0.9996662139892578, 'keypoints': {'nose': (506, 459), 'right_eye': (611, 363), 'mouth_left': (466, 525), 'left_eye': (468, 360), 'mouth_right': (585, 532)}}"
2193,KakaoTalk_20191208_233818720_02.jpg,JN,"{'box': [215, 77, 300, 380], 'confidence': 0.9957675933837891, 'keypoints': {'nose': (361, 344), 'right_eye': (443, 259), 'mouth_left': (292, 380), 'left_eye': (305, 239), 'mouth_right': (407, 390)}}"
2194,KakaoTalk_20191208_233818720_03.jpg,JN,"{'box': [274, 6, 332, 464], 'confidence': 0.9999109506607056, 'keypoints': {'nose': (422, 279), 'right_eye': (515, 194), 'mouth_left': (353, 348), 'left_eye': (363, 170), 'mouth_right': (470, 365)}}"
2195,KakaoTalk_20191208_233818720_04.jpg,JN,"{'box': [174, 205, 331, 446], 'confidence': 0.99883633852005, 'keypoints': {'nose': (358, 480), 'right_eye': (417, 365), 'mouth_left': (300, 551), 'left_eye': (262, 383), 'mouth_right': (416, 539)}}"
2196,KakaoTalk_20191208_233818720_05.jpg,JN,"{'box': [226, 90, 316, 434], 'confidence': 0.999822199344635, 'keypoints': {'nose': (344, 361), 'right_eye': (439, 269), 'mouth_left': (295, 421), 'left_eye': (300, 255), 'mouth_right': (409, 434)}}"
2197,KakaoTalk_20191208_233818720_06.jpg,JN,"{'box': [160, 74, 319, 403], 'confidence': 0.9989150762557983, 'keypoints': {'nose': (349, 321), 'right_eye': (403, 218), 'mouth_left': (287, 387), 'left_eye': (259, 224), 'mouth_right': (392, 386)}}"
2198,KakaoTalk_20191208_233818720_07.jpg,JN,"{'box': [364, 177, 296, 398], 'confidence': 0.9999299049377441, 'keypoints': {'nose': (471, 418), 'right_eye': (562, 337), 'mouth_left': (428, 481), 'left_eye': (432, 333), 'mouth_right': (544, 486)}}"
2199,KakaoTalk_20191208_233818720_08.jpg,JN,"{'box': [272, 143, 325, 442], 'confidence': 0.9875370860099792, 'keypoints': {'nose': (383, 422), 'right_eye': (491, 324), 'mouth_left': (338, 488), 'left_eye': (340, 317), 'mouth_right': (459, 496)}}"
2200,KakaoTalk_20191208_233818720_09.jpg,JN,"{'box': [145, 205, 326, 393], 'confidence': 0.9988325238227844, 'keypoints': {'nose': (299, 445), 'right_eye': (355, 322), 'mouth_left': (272, 512), 'left_eye': (216, 362), 'mouth_right': (391, 480)}}"
2201,KakaoTalk_20191208_233818720_10.jpg,JN,"{'box': [190, 116, 380, 510], 'confidence': 0.9997195601463318, 'keypoints': {'nose': (324, 413), 'right_eye': (442, 316), 'mouth_left': (263, 488), 'left_eye': (270, 309), 'mouth_right': (419, 501)}}"
2202,KakaoTalk_20191208_233818720_12.jpg,JN,"{'box': [229, 417, 242, 257], 'confidence': 0.9859543442726135, 'keypoints': {'nose': (318, 515), 'right_eye': (335, 483), 'mouth_left': (355, 579), 'left_eye': (305, 540), 'mouth_right': (368, 532)}}"
2203,KakaoTalk_20191208_233818720_13.jpg,JN,"{'box': [228, 259, 268, 351], 'confidence': 0.9996496438980103, 'keypoints': {'nose': (336, 447), 'right_eye': (416, 394), 'mouth_left': (288, 520), 'left_eye': (291, 389), 'mouth_right': (386, 527)}}"
2204,KakaoTalk_20191208_233818720_15.jpg,JN,"{'box': [367, -19, 346, 383], 'confidence': 0.9988251328468323, 'keypoints': {'nose': (483, 204), 'right_eye': (552, 86), 'mouth_left': (495, 302), 'left_eye': (421, 155), 'mouth_right': (595, 252)}}"
2205,KakaoTalk_20191209_082310311.jpg,JN,"{'box': [284, 293, 304, 358], 'confidence': 0.9990197420120239, 'keypoints': {'nose': (412, 504), 'right_eye': (485, 410), 'mouth_left': (384, 571), 'left_eye': (346, 420), 'mouth_right': (480, 565)}}"
2206,KakaoTalk_20191209_165456403.jpg,JN,"{'box': [287, 135, 815, 1054], 'confidence': 0.9998775720596313, 'keypoints': {'nose': (572, 796), 'right_eye': (780, 513), 'mouth_left': (516, 962), 'left_eye': (451, 546), 'mouth_right': (794, 928)}}"
2207,KakaoTalk_20191209_165456403_01.jpg,JN,"{'box': [388, 312, 648, 835], 'confidence': 0.9996780157089233, 'keypoints': {'nose': (701, 760), 'right_eye': (866, 589), 'mouth_left': (602, 947), 'left_eye': (561, 596), 'mouth_right': (825, 942)}}"
2208,KakaoTalk_20191209_165456403_02.jpg,JN,"{'box': [553, 325, 590, 790], 'confidence': 0.9995487332344055, 'keypoints': {'nose': (803, 783), 'right_eye': (975, 617), 'mouth_left': (697, 914), 'left_eye': (707, 591), 'mouth_right': (906, 938)}}"
2209,KakaoTalk_20191209_190412292.jpg,JN,"{'box': [200, 124, 321, 405], 'confidence': 0.9999122619628906, 'keypoints': {'nose': (376, 366), 'right_eye': (436, 272), 'mouth_left': (322, 440), 'left_eye': (287, 273), 'mouth_right': (430, 435)}}"
2211,KakaoTalk_20191210_133846564.jpg,JN,"{'box': [203, 188, 194, 241], 'confidence': 0.9999957084655762, 'keypoints': {'nose': (260, 336), 'right_eye': (306, 272), 'mouth_left': (268, 385), 'left_eye': (236, 295), 'mouth_right': (324, 367)}}"
2212,KakaoTalk_20191210_135302172.jpg,JN,"{'box': [200, 180, 198, 250], 'confidence': 0.9999980926513672, 'keypoints': {'nose': (260, 335), 'right_eye': (305, 271), 'mouth_left': (269, 384), 'left_eye': (235, 293), 'mouth_right': (323, 366)}}"
2213,KakaoTalk_20191210_135302172_01.jpg,JN,"{'box': [216, 159, 197, 270], 'confidence': 0.9999884366989136, 'keypoints': {'nose': (256, 312), 'right_eye': (315, 253), 'mouth_left': (265, 376), 'left_eye': (244, 279), 'mouth_right': (319, 361)}}"
2214,KakaoTalk_20191210_135302172_02.jpg,JN,"{'box': [133, 350, 520, 666], 'confidence': 0.995570719242096, 'keypoints': {'nose': (553, 610), 'right_eye': (511, 542), 'mouth_left': (501, 821), 'left_eye': (381, 570), 'mouth_right': (587, 799)}}"
2215,KakaoTalk_20191210_202942869.jpg,JN,"{'box': [272, 143, 325, 442], 'confidence': 0.9875950813293457, 'keypoints': {'nose': (383, 422), 'right_eye': (491, 324), 'mouth_left': (338, 488), 'left_eye': (340, 317), 'mouth_right': (459, 496)}}"
2216,KakaoTalk_20191210_202942869_01.jpg,JN,"{'box': [251, 143, 69, 87], 'confidence': 0.9999765157699585, 'keypoints': {'nose': (288, 193), 'right_eye': (304, 172), 'mouth_left': (273, 209), 'left_eye': (271, 171), 'mouth_right': (300, 211)}}"
2217,KakaoTalk_20191210_202942869_02.jpg,JN,"{'box': [148, 147, 220, 267], 'confidence': 0.9997841715812683, 'keypoints': {'nose': (260, 290), 'right_eye': (301, 236), 'mouth_left': (223, 349), 'left_eye': (202, 237), 'mouth_right': (297, 350)}}"
2218,KakaoTalk_20191210_202942869_03.jpg,JN,"{'box': [160, 94, 315, 437], 'confidence': 0.9993129968643188, 'keypoints': {'nose': (268, 354), 'right_eye': (360, 256), 'mouth_left': (233, 437), 'left_eye': (217, 266), 'mouth_right': (342, 432)}}"
2219,KakaoTalk_20191210_202942869_04.jpg,JN,"{'box': [191, 170, 300, 380], 'confidence': 0.9990156888961792, 'keypoints': {'nose': (325, 396), 'right_eye': (403, 300), 'mouth_left': (283, 466), 'left_eye': (261, 303), 'mouth_right': (387, 464)}}"
2221,KakaoTalk_20191210_202942869_06.jpg,JN,"{'box': [78, 95, 300, 369], 'confidence': 0.9998573064804077, 'keypoints': {'nose': (285, 313), 'right_eye': (329, 217), 'mouth_left': (225, 389), 'left_eye': (191, 230), 'mouth_right': (330, 375)}}"
2222,KakaoTalk_20191210_202942869_07.jpg,JN,"{'box': [205, 110, 273, 354], 'confidence': 1.0, 'keypoints': {'nose': (321, 308), 'right_eye': (387, 242), 'mouth_left': (284, 382), 'left_eye': (263, 247), 'mouth_right': (374, 381)}}"
2223,KakaoTalk_20191210_202942869_08.jpg,JN,"{'box': [206, 78, 297, 395], 'confidence': 0.9924066662788391, 'keypoints': {'nose': (400, 282), 'right_eye': (428, 211), 'mouth_left': (361, 389), 'left_eye': (303, 239), 'mouth_right': (456, 368)}}"
2224,KakaoTalk_20191210_202942869_09.jpg,JN,"{'box': [324, 187, 331, 499], 'confidence': 0.9970688223838806, 'keypoints': {'nose': (619, 464), 'right_eye': (606, 359), 'mouth_left': (532, 573), 'left_eye': (500, 380), 'mouth_right': (613, 556)}}"
2225,KakaoTalk_20191210_202942869_10.jpg,JN,"{'box': [477, 167, 108, 138], 'confidence': 0.999705970287323, 'keypoints': {'nose': (526, 239), 'right_eye': (556, 225), 'mouth_left': (502, 264), 'left_eye': (510, 214), 'mouth_right': (539, 273)}}"
2226,KakaoTalk_20191210_202942869_11.jpg,JN,"{'box': [372, -14, 341, 377], 'confidence': 0.9987784028053284, 'keypoints': {'nose': (484, 203), 'right_eye': (553, 87), 'mouth_left': (496, 302), 'left_eye': (423, 156), 'mouth_right': (594, 251)}}"
2227,KakaoTalk_20191210_202942869_12.jpg,JN,"{'box': [244, 146, 327, 420], 'confidence': 0.9994938373565674, 'keypoints': {'nose': (366, 405), 'right_eye': (468, 299), 'mouth_left': (324, 470), 'left_eye': (312, 296), 'mouth_right': (441, 472)}}"
2228,KakaoTalk_20191210_202942869_13.jpg,JN,"{'box': [315, 347, 121, 155], 'confidence': 0.9999932050704956, 'keypoints': {'nose': (375, 424), 'right_eye': (404, 403), 'mouth_left': (355, 463), 'left_eye': (347, 403), 'mouth_right': (395, 465)}}"
2229,KakaoTalk_20191210_202942869_14.jpg,JN,"{'box': [119, 125, 291, 393], 'confidence': 0.9997738003730774, 'keypoints': {'nose': (253, 374), 'right_eye': (317, 282), 'mouth_left': (213, 442), 'left_eye': (183, 296), 'mouth_right': (317, 432)}}"
2230,KakaoTalk_20191210_202942869_15.jpg,JN,"{'box': [204, 75, 279, 368], 'confidence': 0.9998847246170044, 'keypoints': {'nose': (312, 289), 'right_eye': (388, 202), 'mouth_left': (288, 366), 'left_eye': (262, 219), 'mouth_right': (382, 358)}}"
2231,KakaoTalk_20191210_202942869_16.jpg,JN,"{'box': [243, 62, 309, 448], 'confidence': 0.9949485063552856, 'keypoints': {'nose': (370, 347), 'right_eye': (466, 242), 'mouth_left': (324, 411), 'left_eye': (312, 241), 'mouth_right': (439, 413)}}"
2232,KakaoTalk_20191210_202942869_18.jpg,JN,"{'box': [572, 273, 209, 243], 'confidence': 0.9999805688858032, 'keypoints': {'nose': (609, 423), 'right_eye': (667, 349), 'mouth_left': (632, 477), 'left_eye': (605, 361), 'mouth_right': (684, 461)}}"
2233,KakaoTalk_20191210_202942869_20.jpg,JN,"{'box': [200, 62, 140, 190], 'confidence': 0.9999990463256836, 'keypoints': {'nose': (204, 172), 'right_eye': (253, 126), 'mouth_left': (218, 217), 'left_eye': (213, 129), 'mouth_right': (245, 210)}}"
2234,KakaoTalk_20191210_202942869_21.jpg,JN,"{'box': [431, 232, 197, 243], 'confidence': 0.9999995231628418, 'keypoints': {'nose': (534, 357), 'right_eye': (575, 305), 'mouth_left': (504, 417), 'left_eye': (484, 317), 'mouth_right': (578, 409)}}"
2235,KakaoTalk_20191210_210822019.jpg,JN,"{'box': [324, 172, 215, 262], 'confidence': 0.9999511241912842, 'keypoints': {'nose': (414, 307), 'right_eye': (462, 254), 'mouth_left': (397, 375), 'left_eye': (368, 275), 'mouth_right': (466, 360)}}"
2236,KakaoTalk_20191211_153151386.jpg,JN,"{'box': [210, 205, 372, 466], 'confidence': 0.9944002032279968, 'keypoints': {'nose': (340, 471), 'right_eye': (423, 334), 'mouth_left': (349, 573), 'left_eye': (268, 388), 'mouth_right': (458, 540)}}"
2237,KakaoTalk_20191212_194143309.jpg,JN,"{'box': [350, 162, 159, 222], 'confidence': 0.9999295473098755, 'keypoints': {'nose': (480, 292), 'right_eye': (492, 248), 'mouth_left': (430, 344), 'left_eye': (426, 247), 'mouth_right': (487, 344)}}"
2238,KakaoTalk_20191212_194143309_01.jpg,JN,"{'box': [226, 190, 226, 303], 'confidence': 1.0, 'keypoints': {'nose': (390, 344), 'right_eye': (416, 296), 'mouth_left': (335, 411), 'left_eye': (323, 289), 'mouth_right': (406, 413)}}"
2239,KakaoTalk_20191212_194143309_02.jpg,JN,"{'box': [236, 93, 150, 201], 'confidence': 0.9993182420730591, 'keypoints': {'nose': (311, 210), 'right_eye': (344, 168), 'mouth_left': (286, 251), 'left_eye': (278, 169), 'mouth_right': (339, 252)}}"
2240,KakaoTalk_20191212_194143309_03.jpg,JN,"{'box': [344, 106, 285, 361], 'confidence': 0.9471994042396545, 'keypoints': {'nose': (442, 279), 'right_eye': (536, 243), 'mouth_left': (395, 366), 'left_eye': (403, 235), 'mouth_right': (496, 373)}}"
2241,KakaoTalk_20191212_194143309_04.jpg,JN,"{'box': [292, 103, 162, 228], 'confidence': 0.9999997615814209, 'keypoints': {'nose': (436, 227), 'right_eye': (439, 190), 'mouth_left': (383, 272), 'left_eye': (378, 183), 'mouth_right': (432, 277)}}"
2242,KakaoTalk_20191212_194143309_05.jpg,JN,"{'box': [304, 76, 295, 431], 'confidence': 0.9996497631072998, 'keypoints': {'nose': (410, 362), 'right_eye': (507, 273), 'mouth_left': (359, 417), 'left_eye': (365, 258), 'mouth_right': (473, 428)}}"
2244,KakaoTalk_20191212_194143309_07.jpg,JN,"{'box': [331, 11, 140, 171], 'confidence': 0.999976634979248, 'keypoints': {'nose': (405, 95), 'right_eye': (431, 71), 'mouth_left': (382, 141), 'left_eye': (368, 74), 'mouth_right': (430, 138)}}"
2245,KakaoTalk_20191212_194143309_08.jpg,JN,"{'box': [338, 190, 200, 245], 'confidence': 0.9990917444229126, 'keypoints': {'nose': (460, 309), 'right_eye': (493, 287), 'mouth_left': (428, 380), 'left_eye': (402, 290), 'mouth_right': (487, 381)}}"
2246,KakaoTalk_20191212_194143309_09.jpg,JN,"{'box': [207, 65, 165, 212], 'confidence': 0.8588388562202454, 'keypoints': {'nose': (294, 168), 'right_eye': (324, 136), 'mouth_left': (276, 229), 'left_eye': (256, 142), 'mouth_right': (320, 224)}}"
2247,KakaoTalk_20191212_194143309_10.jpg,JN,"{'box': [234, 88, 72, 91], 'confidence': 0.9999946355819702, 'keypoints': {'nose': (288, 133), 'right_eye': (298, 121), 'mouth_left': (264, 154), 'left_eye': (265, 114), 'mouth_right': (292, 158)}}"
2248,KakaoTalk_20191212_194143309_14.jpg,JN,"{'box': [366, 185, 343, 429], 'confidence': 0.9999996423721313, 'keypoints': {'nose': (569, 408), 'right_eye': (629, 352), 'mouth_left': (496, 506), 'left_eye': (479, 339), 'mouth_right': (609, 517)}}"
2249,KakaoTalk_20191212_194143309_15.jpg,JN,"{'box': [364, 213, 254, 347], 'confidence': 0.9999995231628418, 'keypoints': {'nose': (511, 406), 'right_eye': (562, 353), 'mouth_left': (455, 480), 'left_eye': (446, 348), 'mouth_right': (548, 482)}}"
2250,KakaoTalk_20191212_194143309_16.jpg,JN,"{'box': [271, 227, 222, 296], 'confidence': 0.9999822378158569, 'keypoints': {'nose': (381, 387), 'right_eye': (425, 332), 'mouth_left': (350, 457), 'left_eye': (323, 346), 'mouth_right': (430, 446)}}"
2251,KakaoTalk_20191212_194143309_17.jpg,JN,"{'box': [256, 199, 244, 323], 'confidence': 0.9999861717224121, 'keypoints': {'nose': (397, 363), 'right_eye': (438, 323), 'mouth_left': (353, 447), 'left_eye': (325, 324), 'mouth_right': (442, 446)}}"
2252,KakaoTalk_20191212_194143309_18.jpg,JN,"{'box': [204, 112, 168, 226], 'confidence': 0.9999986886978149, 'keypoints': {'nose': (306, 233), 'right_eye': (333, 189), 'mouth_left': (275, 284), 'left_eye': (258, 195), 'mouth_right': (330, 281)}}"
2253,KakaoTalk_20191212_194143309_19.jpg,JN,"{'box': [257, 168, 249, 317], 'confidence': 0.9906746745109558, 'keypoints': {'nose': (340, 355), 'right_eye': (403, 285), 'mouth_left': (303, 419), 'left_eye': (298, 288), 'mouth_right': (405, 403)}}"
2254,KakaoTalk_20191212_194143309_20.jpg,JN,"{'box': [244, 137, 172, 210], 'confidence': 0.9969435334205627, 'keypoints': {'nose': (316, 243), 'right_eye': (364, 209), 'mouth_left': (287, 291), 'left_eye': (285, 204), 'mouth_right': (350, 296)}}"
2255,KakaoTalk_20191212_194143309_21.jpg,JN,"{'box': [195, 87, 237, 326], 'confidence': 0.9998688697814941, 'keypoints': {'nose': (334, 266), 'right_eye': (367, 200), 'mouth_left': (298, 335), 'left_eye': (263, 216), 'mouth_right': (375, 327)}}"
2256,KakaoTalk_20191212_194143309_22.jpg,JN,"{'box': [256, 154, 205, 259], 'confidence': 0.9999557733535767, 'keypoints': {'nose': (417, 294), 'right_eye': (423, 239), 'mouth_left': (378, 361), 'left_eye': (338, 257), 'mouth_right': (438, 348)}}"
2257,KakaoTalk_20191212_194143309_23.jpg,JN,"{'box': [204, 116, 292, 326], 'confidence': 0.9994926452636719, 'keypoints': {'nose': (315, 252), 'right_eye': (414, 277), 'mouth_left': (239, 306), 'left_eye': (336, 208), 'mouth_right': (295, 360)}}"
2258,KakaoTalk_20191212_194143309_24.jpg,JN,"{'box': [356, 198, 304, 380], 'confidence': 0.9997723698616028, 'keypoints': {'nose': (606, 350), 'right_eye': (602, 319), 'mouth_left': (547, 466), 'left_eye': (487, 314), 'mouth_right': (635, 469)}}"
2259,KakaoTalk_20191212_194143309_25.jpg,JN,"{'box': [311, 85, 148, 179], 'confidence': 0.9985255599021912, 'keypoints': {'nose': (415, 188), 'right_eye': (436, 152), 'mouth_left': (383, 227), 'left_eye': (369, 154), 'mouth_right': (435, 225)}}"
2260,KakaoTalk_20191212_194143309_26.jpg,JN,"{'box': [212, 128, 249, 324], 'confidence': 0.9998952150344849, 'keypoints': {'nose': (334, 293), 'right_eye': (394, 253), 'mouth_left': (290, 391), 'left_eye': (268, 253), 'mouth_right': (386, 381)}}"
